run_slug,arm,repeat,kind,log_line,wall_clock_s,ros_clock_s,feature_timestamp_ns,before_accept,value_json,scale,gravity,normal_spectrum,source,run_dir
a02_0_900,L6,1,relative_pose_reject,55,1788795555.283440042,1542828792.886803312,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,56,1788795555.482026789,1542828793.077920884,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,relative_pose_reject,57,1788795555.482573783,1542828793.088014507,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,58,1788795555.583677068,1542828793.188613749,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,relative_pose_reject,59,1788795555.584059548,1542828793.188613749,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,60,1788795555.781677119,1542828793.379755201,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,relative_pose_reject,61,1788795555.782171322,1542828793.379755201,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,62,1788795555.882264321,1542828793.480366424,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,25,1788795555.958344204,1542828793.560835591,Unknown,True,"[-0.0153341, 0.0110716, -0.0459428]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,63,1788795555.960568732,1542828793.560835591,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,64,1788795555.984060874,1542828793.580950016,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,26,1788795556.055204828,1542828793.651358020,Unknown,True,"[-0.0033268, 0.000927668, -0.00231108]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,65,1788795556.058683739,1542828793.661417132,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,66,1788795556.083445764,1542828793.681539656,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,27,1788795556.302507639,1542828793.902807870,Unknown,True,"[0.00184936, -0.00112468, 0.000433107]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,67,1788795556.304916272,1542828793.902807870,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,68,1788795556.306289708,1542828793.902807870,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,28,1788795556.378589911,1542828793.983299196,Unknown,True,"[-0.0285224, 0.00727702, 0.00508838]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,69,1788795556.380981364,1542828793.983299196,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,70,1788795556.383601452,1542828793.983299196,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,29,1788795556.448550263,1542828794.053728081,Unknown,True,"[0.028269, -0.00740878, -0.0023214]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,71,1788795556.451239213,1542828794.053728081,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,72,1788795556.582538103,1542828794.184460706,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,30,1788795556.676715427,1542828794.275030866,Unknown,True,"[0.00322897, -0.000878757, -0.000909313]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,73,1788795556.679474638,1542828794.285088257,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,74,1788795556.782412260,1542828794.385708349,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,31,1788795556.847399932,1542828794.446049580,Unknown,True,"[-0.00417284, 0.00135813, -0.00120041]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,75,1788795556.850433682,1542828794.446049580,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,76,1788795556.882914108,1542828794.486426212,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,32,1788795557.072083954,1542828794.677595240,Unknown,True,"[0.0036563, -0.00153887, 0.00255233]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,77,1788795557.075232786,1542828794.677595240,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,78,1788795557.080617766,1542828794.677595240,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,33,1788795557.146727927,1542828794.748074794,Unknown,True,"[-0.00163523, 0.00136256, -0.00446734]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,79,1788795557.149991181,1542828794.748074794,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,80,1788795557.181509432,1542828794.778260780,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,34,1788795557.244232484,1542828794.848699563,Unknown,True,"[0.00245166, -0.000804388, 0.000585675]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,81,1788795557.247627863,1542828794.848699563,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,82,1788795557.381603610,1542828794.979501538,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,35,1788795557.474998311,1542828795.080114307,Unknown,True,"[-0.0431402, 0.0122918, 0.0075667]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,83,1788795557.478506052,1542828795.080114307,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,84,1788795557.581800982,1542828795.180723226,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,36,1788795557.642810849,1542828795.241094978,Unknown,True,"[0.0220078, -0.00700845, -0.000263969]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,85,1788795557.646560117,1542828795.251153999,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,86,1788795557.781926391,1542828795.381947564,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,37,1788795557.967271545,1542828795.563054438,Unknown,True,"[0.0241471, -0.00667577, -0.00465222]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,87,1788795557.971166886,1542828795.573113890,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,88,1788795557.972536262,1542828795.573113890,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,38,1788795558.192417851,1542828795.794497998,Unknown,True,"[-0.00454115, 0.00147452, -0.000676873]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,89,1788795558.196477867,1542828795.794497998,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,90,1788795558.197836832,1542828795.794497998,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,91,1788795558.411517819,1542828796.015872275,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,48,1788795558.464792005,1542828796.066176214,Unknown,True,"[-0.0170023, 0.0049679, 0.00231248]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,92,1788795558.469429556,1542828796.066176214,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,93,1788795558.472315471,1542828796.076238466,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,49,1788795558.550048463,1542828796.146699138,Unknown,True,"[0.0194591, -0.00567573, -0.00347481]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,94,1788795558.555049433,1542828796.156764560,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,95,1788795558.556549892,1542828796.156764560,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,50,1788795558.648416411,1542828796.247261154,Unknown,True,"[-0.00705996, 0.0019632, 0.00122282]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,alignment_reject,96,1788795558.653138084,1542828796.257322336,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,low_excitation_warning,97,1788795558.654724375,1542828796.257322336,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,gyro_bias_delta,51,1788795558.811205776,1542828796.408256102,Unknown,True,"[0.0111217, -0.00229715, -0.00397369]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,1,accepted,98,1788795558.864587274,1542828796.468622162,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat1
a02_0_900,L6,2,low_excitation_warning,54,1788795620.541836296,1542828792.786117855,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,relative_pose_reject,55,1788795620.542463971,1542828792.786117855,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,56,1788795620.642251139,1542828792.886739904,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,relative_pose_reject,57,1788795620.642660069,1542828792.886739904,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,58,1788795620.841111086,1542828793.077886459,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,relative_pose_reject,59,1788795620.841693251,1542828793.087948370,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,60,1788795620.942848123,1542828793.188546317,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,relative_pose_reject,61,1788795620.943237052,1542828793.188546317,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,62,1788795621.140486217,1542828793.379716801,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,relative_pose_reject,63,1788795621.140898887,1542828793.379716801,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,64,1788795621.241307719,1542828793.480343658,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,25,1788795621.310810510,1542828793.550748432,Unknown,True,"[-0.0153341, 0.0110716, -0.0459428]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,65,1788795621.313000525,1542828793.550748432,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,66,1788795621.342011027,1542828793.580885703,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,26,1788795621.429217890,1542828793.671451009,Unknown,True,"[-0.0033268, 0.000927668, -0.00231108]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,67,1788795621.431619540,1542828793.671451009,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,68,1788795621.441908366,1542828793.681514770,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,27,1788795621.662643566,1542828793.902765221,Unknown,True,"[0.00184936, -0.00112468, 0.000433107]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,69,1788795621.665175399,1542828793.902765221,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,70,1788795621.666576874,1542828793.912822742,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,28,1788795621.739571372,1542828793.983224526,Unknown,True,"[-0.0285224, 0.00727702, 0.00508838]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,71,1788795621.742093415,1542828793.983224526,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,72,1788795621.744593127,1542828793.983224526,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,29,1788795621.820031846,1542828794.063685980,Unknown,True,"[0.028269, -0.00740878, -0.0023214]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,73,1788795621.822766965,1542828794.063685980,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,74,1788795621.941669967,1542828794.184405698,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,30,1788795622.036409106,1542828794.274931093,Unknown,True,"[0.00322897, -0.000878757, -0.000909313]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,75,1788795622.039289028,1542828794.284986793,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,76,1788795622.140671582,1542828794.385579437,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,31,1788795622.208199854,1542828794.445872479,Unknown,True,"[-0.00417284, 0.00135813, -0.00120041]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,77,1788795622.211280270,1542828794.455930899,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,78,1788795622.242524518,1542828794.486104500,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,32,1788795622.448762132,1542828794.687287539,Unknown,True,"[0.0036563, -0.00153887, 0.00255233]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,79,1788795622.452205498,1542828794.697347589,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,80,1788795622.455408388,1542828794.697347589,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,33,1788795622.517101734,1542828794.757705912,Unknown,True,"[-0.00163523, 0.00136256, -0.00446734]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,alignment_reject,81,1788795622.520415897,1542828794.757705912,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,low_excitation_warning,82,1788795622.541356228,1542828794.787884594,Unknown,True,[],Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
a02_0_900,L6,2,gyro_bias_delta,34,1788795622.607861244,1542828794.848254257,Unknown,True,"[0.00245166, -0.000804388, 0.000585675]",Unknown,Unknown,Unknown,existing_frozen_log,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a02_0_900/L6/repeat2
