sequence,raw_index,stamp_ns,track_id,previous_x,previous_y,B_failure,C_x,C_y,C_fb,C_accepted,S_x,S_y,S_fb,S_accepted,category,C_offline_steps,S_offline_steps,C_termination,S_termination,visual_identity,physical_correctness,S_info_0,S_info_1,S_info_2,S_info_3,C_offline_displacement_px,S_offline_displacement_px
A02,178,1542828800635981728,453,161.32066345214844,598.5474243164062,border_fail,161.25625610351562,600.7449340820312,0.13923191512573746,False,161.29096138972025,600.6322912756306,0.03466618950812101,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.049008428858226,6.047574203530236,3.191408678795932,-0.028946147777633647,,
A02,179,1542828800684190688,16,617.4251098632812,598.1253662109375,border_fail,618.0924682617188,600.40478515625,0.06816643325486672,False,618.106542999326,600.3206515905728,0.032844265888091695,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.384396337249381,6.378999130342756,3.3518029101844444,-0.031005337076545597,,
A02,179,1542828800684190688,114,646.9957885742188,598.6666870117188,border_fail,647.8722534179688,601.1292114257812,0.279067078336044,False,647.7226585486062,600.9049945645671,0.03655051843207748,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.163306636960334,6.159857194367161,3.262798675318307,-0.03204876832670249,,
A02,179,1542828800684190688,472,823.2744750976562,597.9944458007812,border_fail,824.3096313476562,600.5293579101562,0.20453791539731034,False,824.3046334296795,600.3777174197976,0.06685907203176872,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.194053744459264,6.184563482587592,3.2585694683134054,-0.025993441415847446,,
A02,180,1542828800735771328,141,804.2662353515625,599.1129150390625,border_fail,805.1820068359375,601.49365234375,0.061831354681096254,False,805.2050573593993,601.4577490255551,0.06926601144531838,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.000952136961537,5.994506154964903,3.1959502001499516,-0.02648784632846582,,
A02,180,1542828800735771328,158,483.3561096191406,599.279541015625,border_fail,483.85113525390625,601.4570922851562,0.13706355891707986,False,483.8276643918541,601.3839889529071,0.04977497789262146,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.454668404221746,6.450343536405466,3.3728988080121187,-0.0293600256021722,,
A02,180,1542828800735771328,506,243.49978637695312,599.8721923828125,border_fail,243.55252075195312,602.0315551757812,0.14669494197194471,False,243.64101291991727,601.8979057050275,0.0354166298426863,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.991124588184954,5.9849321923460845,3.174989165970967,-0.028247933225828747,,
A02,181,1542828800784488032,465,434.8106994628906,599.0579223632812,border_fail,435.18255615234375,601.0521850585938,0.07932314625471173,False,435.261056770044,601.1167215284128,0.03012496045104363,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.378646079472859,6.371438870095735,3.333491977996015,-0.029800394767236407,,
A02,181,1542828800784488032,482,353.9759826660156,599.859619140625,border_fail,354.3439025878906,601.8950805664062,0.05249840428845102,False,354.3095860421543,601.8860544236279,0.029170382621881756,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.290284606401848,6.2873453986873,3.3030912106960457,-0.0314211675850018,,
A02,181,1542828800784488032,539,275.590087890625,598.0723876953125,border_fail,275.76031494140625,600.1649780273438,0.1039886105174211,False,275.8221319240239,600.0826428650198,0.04103945947807241,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.732463843314292,5.726916521196856,3.072580228225746,-0.030088173348299996,,
A02,181,1542828800784488032,754,401.0,605.0,ncc_fail,401.42095947265625,607.000244140625,0.06576821305622112,False,401.4003747999668,607.0537514686584,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.162004470825195,6.153139114379883,3.2546892166137695,-0.029268130660057068,,
A02,181,1542828800784488032,755,482.0,599.0,border_fail,482.4878234863281,601.2189331054688,0.20396116666356842,False,482.50923150777817,601.0762722492218,0.03901697029414652,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.462117671966553,6.456582546234131,3.375483989715576,-0.030162841081619263,,
A02,182,1542828800834428960,222,758.6430053710938,598.0420532226562,border_fail,759.5945434570312,600.4574584960938,0.1572884384565044,False,759.6040332440803,600.3887414612686,0.011838993026667955,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.324774648642915,6.317832994003666,3.3149117669439097,-0.028272049709560196,,
A02,182,1542828800834428960,736,554.501708984375,598.9037475585938,border_fail,555.155029296875,601.0206298828125,0.06016023300658413,False,555.1356865219996,600.9701986558803,0.025942622231865074,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.506924161758164,6.502457631963715,3.3874173400691383,-0.03350197378109576,,
A02,182,1542828800834428960,757,355.0,601.0,ncc_fail,355.3228454589844,603.0589599609375,0.11339908669969545,False,355.3604057431221,602.9722619056702,0.028930382196480742,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.312445163726807,6.30863618850708,3.3113389015197754,-0.030031470581889153,,
A02,182,1542828800834428960,758,437.0,601.0,ncc_fail,437.37957763671875,603.141845703125,0.2406406940104421,False,437.47850799560547,603.0188918113708,0.022654219959779346,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.2614970207214355,6.2533650398254395,3.285029411315918,-0.027778347954154015,,
A02,183,1542828800884568032,57,853.845947265625,598.6067504882812,border_fail,855.1926879882812,601.0247802734375,0.06646411842670093,False,855.075604678951,600.9500807188183,0.06178990537297269,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.298484997186776,6.29216484544866,3.2953340952499346,-0.026764672579166177,,
A02,183,1542828800884568032,142,782.9789428710938,597.5852661132812,border_fail,784.169677734375,599.9873046875,0.09269570557534669,True,784.059699282378,599.8667488662031,0.03786775604221355,True,both,0,0,border_fail,border_fail,Unknown,Unknown,-6.383768200935538,6.375247915225032,3.3377788222960794,-0.027047039136938303,0.0,0.0
A02,183,1542828800884568032,324,959.1038208007812,581.7529296875,border_fail,960.7515258789062,584.1975708007812,0.025000584118694907,False,960.540322729251,584.1727345149042,0.11124677002148005,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.625691032182203,5.603242367107811,3.052302061700061,-0.03163441579596715,,
A02,183,1542828800884568032,762,438.0,603.0,ncc_fail,438.490966796875,605.1568603515625,0.21301918347814927,False,438.52976846694946,605.0056757926941,0.02448630553201228,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.083932876586914,6.075211524963379,3.2189106941223145,-0.0264201108366251,,
A02,183,1542828800884568032,763,356.0,603.0,ncc_fail,356.4067077636719,605.0985107421875,0.19942871884279517,False,356.41206508874893,604.9484443664551,0.03271589802653362,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.221064567565918,6.217255592346191,3.2727439403533936,-0.02874012291431427,,
A02,183,1542828800884568032,764,555.0,602.0,ncc_fail,555.6719360351562,604.1380004882812,0.08169181168201649,False,555.6913342475891,604.0887949466705,0.03044974220896235,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.357250213623047,6.350034713745117,3.3278043270111084,-0.028931519016623497,,
A02,184,1542828800935189696,163,941.1348266601562,599.4398193359375,border_fail,942.4562377929688,601.862060546875,0.16004089527603016,False,942.5086750296907,601.8823377865389,0.0908863075917709,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.7320422927909505,5.723115628408419,3.1203314841587826,-0.02688588214886839,,
A02,184,1542828800935189696,279,377.8587951660156,598.0388793945312,border_fail,378.33935546875,599.991943359375,0.07522743331717334,True,378.3148078319515,599.944460558113,0.03146908421499504,True,both,0,0,border_fail,border_fail,Unknown,Unknown,-6.424421208297863,6.4133942897750975,3.3555003603885565,-0.02764542122319276,0.0,0.0
A02,184,1542828800935189696,704,302.82916259765625,598.5960693359375,border_fail,303.2316589355469,600.60107421875,0.04342770390544875,False,303.1994310451689,600.4731141563174,0.030413897869970546,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.2281232832546785,6.218264815225712,3.2798520333138725,-0.027212168598413272,,
A02,184,1542828800935189696,766,356.0,605.0,ncc_fail,356.38311767578125,607.1256713867188,0.24634484696183326,False,356.42766508460045,606.9010362625122,0.03187379664702943,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.219050884246826,6.213870525360107,3.2708957195281982,-0.027390234172344208,,
A02,184,1542828800935189696,769,556.0,603.0,ncc_fail,556.6564331054688,605.1282348632812,0.17060763003416557,False,556.6815416812897,605.0783166885376,0.05346006674806178,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.5126848220825195,6.499892234802246,3.3927836418151855,-0.028811976313591003,,
A02,185,1542828800985651168,288,517.0582275390625,599.94287109375,border_fail,517.7359619140625,601.8948974609375,0.0643588735232597,False,517.7768755578338,601.8858784540835,0.01744653163378499,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.846906349597077,6.836583885475221,3.526404886573218,-0.03111940246420397,,
A02,185,1542828800985651168,772,395.0,603.0,fb_fail,395.7562561035156,605.1177368164062,0.32477257576148816,False,395.5513551235199,604.8640508651733,0.030428752650502707,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.151491165161133,6.146345138549805,3.241056442260742,-0.02853676863014698,,
A02,185,1542828800985651168,775,304.0,600.0,border_fail,304.44940185546875,601.9208984375,0.03348539086891107,False,304.44478219747543,601.8157123327255,0.027964609463771543,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.083680152893066,6.074357032775879,3.2179348468780518,-0.027110138908028603,,
A02,186,1542828801037239392,777,518.0,601.0,ncc_fail,518.627197265625,603.1435546875,0.14867304634599005,False,518.6589410305023,602.9780286550522,0.04158114775352855,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.704488754272461,6.696798324584961,3.472299098968506,-0.03039564937353134,,
A02,186,1542828801037239392,779,304.0,602.0,ncc_fail,304.43218994140625,604.0072631835938,0.07188776177639063,False,304.38890302181244,603.8455151319504,0.027788780191434662,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.041468620300293,6.033238410949707,3.196627140045166,-0.02764442004263401,,
A02,187,1542828801085918400,64,708.0757446289062,597.6712646484375,border_fail,708.986572265625,599.9740600585938,0.18270278393384007,True,709.0197363316325,599.8275063971945,0.023282937130824254,True,both,0,0,border_fail,border_fail,Unknown,Unknown,-6.453144778975151,6.449958744075996,3.3714105481030163,-0.03154456166885902,0.0,0.0
A02,187,1542828801085918400,780,305.0,606.0,fb_fail,305.3846740722656,608.2972412109375,0.3982158118957364,False,305.41226798295975,607.7989721298218,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.095610618591309,6.086501598358154,3.214224338531494,-0.02715757116675377,,
A02,187,1542828801085918400,781,519.0,603.0,ncc_fail,519.66455078125,604.9945678710938,0.12250990489405975,False,519.6606534719467,604.9313786029816,0.039967231759444034,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.6195878982543945,6.61276912689209,3.4396533966064453,-0.030354496091604233,,
A02,188,1542828801134451264,782,704.0,603.0,ncc_fail,704.9747924804688,605.3153076171875,0.16735039600742033,False,704.9665209650993,605.1168355941772,0.023460289510191322,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.291823387145996,6.289433002471924,3.2928555011749268,-0.03036639653146267,,
A02,189,1542828801184686784,599,646.9112548828125,598.2862548828125,border_fail,647.849365234375,600.3439331054688,0.04606893000502218,False,647.8600207901244,600.3226792261723,0.029663173902555105,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.200655476570368,6.197640171016474,3.2718810178970195,-0.03055748863847005,,
A02,189,1542828801184686784,785,709.0,603.0,ncc_fail,710.184814453125,605.2035522460938,0.1923791914081108,False,710.0605744123459,605.0965809822083,0.03381181312325798,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.17038631439209,6.164933204650879,3.2539238929748535,-0.02878585085272789,,
A02,190,1542828801235580064,461,286.64471435546875,599.9725952148438,border_fail,287.2637634277344,601.9356079101562,0.13000954274883605,False,287.19875453277064,601.7149522738403,0.03244180347338254,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.137102896427461,6.132569584370067,3.2390632323010555,-0.03015033826919314,,
A02,191,1542828801284452736,220,573.4601440429688,598.277099609375,border_fail,574.2359008789062,600.236572265625,0.08123066195194192,False,574.299568210938,600.2195363065813,0.044015737839370996,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.443519411064557,6.437660985212808,3.374530953868721,-0.030884080436064998,,
A02,191,1542828801284452736,582,749.2392578125,598.3115844726562,border_fail,750.32275390625,600.5994873046875,0.17195933613701592,False,750.3738072851166,600.4130215996834,0.035659794553395914,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.422401155557026,6.411835989851198,3.3579565963170808,-0.027170547758074037,,
A02,191,1542828801284452736,650,959.9972534179688,446.6665954589844,border_fail,961.6126098632812,448.5835876464844,0.043830605316017346,False,961.5272016982474,448.647617566213,0.10849430575795868,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.383311964858167,6.3678746706023315,3.3571588963090595,-0.02939964124236031,,
A02,191,1542828801284452736,788,652.0,605.0,ncc_fail,652.9409790039062,607.3025512695312,0.2921625169997287,False,652.9580693244934,607.0129587650299,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.14133358001709,6.132742881774902,3.2385964393615723,-0.02787010744214058,,
A02,192,1542828801336330048,68,927.1658935546875,597.8095092773438,border_fail,928.5548706054688,600.1828002929688,0.11044284117454642,False,928.62699241703,600.0500749374253,0.06155066803199856,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.949388414883931,5.941363713085025,3.179392216421707,-0.029908922133547622,,
A02,192,1542828801336330048,224,900.7333374023438,599.8623657226562,border_fail,901.95849609375,602.037841796875,0.12711042782394968,False,902.1434042596784,602.08288813387,0.053272057125980474,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.076064703002343,6.072588037540097,3.2195200012755407,-0.027078988200714173,,
A02,192,1542828801336330048,345,959.01025390625,359.9374694824219,border_fail,960.4369506835938,361.57318115234375,0.03605381603985611,False,960.4967608101417,361.6833530910786,0.07923233191140638,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.559656336405894,6.536540391185177,3.4100596202053453,-0.027271705667978097,,
A02,192,1542828801336330048,602,959.1214599609375,379.089111328125,border_fail,960.5927124023438,380.6944885253906,0.07266424401718614,False,960.6152614516218,380.8774460190317,0.07764093154535742,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.519601553025026,6.504999109781224,3.4036427308267747,-0.02838058471940469,,
A02,192,1542828801336330048,611,240.9497528076172,598.555908203125,border_fail,241.45516967773438,600.42041015625,0.21824427082633702,False,241.41981677498808,600.2361399480036,0.02247945603795444,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.337209743927652,6.328931914509576,3.319728105277215,-0.029054370791771013,,
A02,192,1542828801336330048,789,576.0,602.0,ncc_fail,576.671142578125,603.9671020507812,0.14289843492558507,False,576.8276790976524,603.9065798521042,0.03300302463982522,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.210817337036133,6.204668045043945,3.279104471206665,-0.02907249704003334,,
A02,193,1542828801384415488,69,773.0451049804688,597.8271484375,border_fail,774.0206909179688,600.0410766601562,0.15287367037181654,False,774.1449784656681,599.9380549770647,0.038301200960247236,True,S_only,0,0,not_accepted,border_fail,Unknown,Unknown,-6.2012823026663,6.198022506508636,3.2800972459063615,-0.03020546816223979,,0.0
A02,193,1542828801384415488,216,351.9310302734375,599.9359130859375,border_fail,352.6013488769531,601.6409301757812,0.08339700898637742,False,352.5109064587071,601.6837461130135,0.04398401378656497,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.405433067817938,6.402186643449063,3.359497129452567,-0.031998681190433254,,
A02,193,1542828801384415488,793,965.0,364.0,ncc_fail,966.3867797851562,365.5881042480469,0.038518998905530816,False,966.4117493629456,365.74109840393066,0.08076961302047372,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.49464225769043,6.47193717956543,3.3878493309020996,-0.026026049628853798,,
A02,193,1542828801384415488,794,578.0,605.0,ncc_fail,578.76123046875,606.9566650390625,0.10456348375517766,False,578.8144313097,606.9206733703613,0.03402212352905656,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.290828227996826,6.28302001953125,3.3048248291015625,-0.030292702838778496,,
A02,194,1542828801434155648,27,808.2636108398438,598.9284057617188,border_fail,809.3495483398438,601.0521850585938,0.06524780957429506,False,809.3723272422775,601.0469350957227,0.06094580356165973,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.162239464269119,6.157069781904074,3.25611455850433,-0.027294923083678556,,
A02,194,1542828801434155648,175,416.2866516113281,598.7399291992188,border_fail,416.8521728515625,600.5401000976562,0.08940423874824505,False,416.8904870624506,600.4763593332663,0.05178689175628618,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.405175473757325,6.398646361343626,3.3629114991229176,-0.03276054149342675,,
A02,194,1542828801434155648,305,959.5767211914062,429.3658142089844,border_fail,960.6934204101562,431.09466552734375,0.012097169508486437,False,960.9333360794334,431.2085292279529,0.0672657347747229,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.403867954388514,6.384368346221371,3.3527678186353915,-0.02600712802911512,,
A02,194,1542828801434155648,790,749.9739990234375,599.3226928710938,border_fail,750.9066772460938,601.5081176757812,0.15086123909334428,False,750.9917255970572,601.3892429955076,0.04423722481238159,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.1162446906418175,6.108748908282493,3.231751181637824,-0.027165596380430312,,
A02,194,1542828801434155648,800,963.0,365.0,ncc_fail,964.3698120117188,366.5636291503906,0.06588648998130091,False,964.3527679443359,366.700834274292,0.06875976430027839,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.445487022399902,6.425373077392578,3.3619070053100586,-0.02579531818628311,,
A02,194,1542828801434155648,801,578.0,603.0,ncc_fail,578.7972412109375,604.9368286132812,0.12013619745445613,False,578.7688803076744,604.9031484127045,0.04340247018158645,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.291104316711426,6.283707141876221,3.308790683746338,-0.02913196198642254,,
A02,195,1542828801484363584,5,842.3873901367188,598.1078491210938,border_fail,843.4698486328125,600.1322631835938,0.05393159795585422,False,843.5379094140234,600.1900422226076,0.07155516163756466,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.128987665891389,6.124069978853544,3.242427407228588,-0.02784899241267271,,
A02,195,1542828801484363584,269,480.0831604003906,599.2630615234375,border_fail,480.6738586425781,600.8888549804688,0.029428330186855874,False,480.75181317384994,600.9394821442132,0.0736193786728148,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.449827557366902,6.4418361325239335,3.3727233637147327,-0.031334156359993606,,
A02,195,1542828801484363584,405,875.8151245117188,598.2708740234375,border_fail,876.9619750976562,600.3521728515625,0.1260517250991992,False,877.0261162711753,600.3756991017865,0.06905818725239299,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.09089715095833,6.084480297440656,3.2268962522472684,-0.02736274981760488,,
A02,195,1542828801484363584,803,417.0,603.0,ncc_fail,417.5638122558594,604.7443237304688,0.13201905707766193,False,417.60753655433655,604.6566098928452,0.06415151971422912,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.253545761108398,6.247176170349121,3.294121265411377,-0.031097719445824623,,
A02,195,1542828801484363584,806,959.0,364.0,border_fail,960.3221435546875,365.5259704589844,0.05723357597051596,False,960.3207504749298,365.6633257865906,0.07333648433978342,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.422091484069824,6.4018473625183105,3.358262538909912,-0.027724433690309525,,
A02,196,1542828801536586976,113,635.0596923828125,598.8218383789062,border_fail,635.7977294921875,600.6376342773438,0.054991422547890474,False,635.8754423368953,600.6316528753317,0.03591146169883589,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.3878314045449756,6.380741763755804,3.3452549685820063,-0.030810570244760485,,
A02,196,1542828801536586976,159,445.6195983886719,598.4207763671875,border_fail,446.20263671875,600.018310546875,0.012451770244506798,False,446.25361431769386,600.051666544956,0.087013653689416,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.351501662262962,6.345568544298478,3.3375763948833557,-0.03170107436975314,,
A02,196,1542828801536586976,636,958.841796875,481.1971740722656,border_fail,960.25390625,483.02362060546875,0.009550393063510083,False,960.1700123467273,483.15462319088573,0.10011256099491639,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.247192738571755,6.224679240976656,3.308421589417094,-0.02587337029468373,,
A02,196,1542828801536586976,799,353.30169677734375,599.3553466796875,border_fail,353.9412536621094,600.9497680664062,0.06495038307501318,False,353.8455818994967,600.9439971654147,0.06680510747963499,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.260440435049219,6.256229196271523,3.2906183629214176,-0.030326299017997493,,
A02,196,1542828801536586976,809,477.0,600.0,border_fail,477.58209228515625,601.6224365234375,0.056995766522755335,False,477.66158026456833,601.6412198543549,0.08891725257446055,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.292609214782715,6.2862019538879395,3.3092594146728516,-0.03145435452461243,,
A02,196,1542828801536586976,810,420.0,605.0,ncc_fail,420.53253173828125,606.735595703125,0.15171380503460052,False,420.60753893852234,606.6246972084045,0.08344609048341622,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.220256805419922,6.21544075012207,3.2787656784057617,-0.030931275337934494,,
A02,196,1542828801536586976,811,961.0,366.0,border_fail,962.306396484375,367.51593017578125,0.07818162773151469,False,962.3049461841583,367.690979719162,0.07844248027210733,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.427691459655762,6.4082231521606445,3.3570051193237305,-0.027492286637425423,,
A02,197,1542828801584727168,223,959.9576416015625,581.5305786132812,border_fail,961.0593872070312,583.4070434570312,0.1422041731270693,False,961.2673850130523,583.652551275958,0.12118917835849728,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.896368260654807,5.8782125405794865,3.1708461344885084,-0.03302203145407237,,
A02,197,1542828801584727168,814,477.0,602.0,ncc_fail,477.5581970214844,603.6746215820312,0.09411171829445175,False,477.6323149204254,603.673875451088,0.07318493004470208,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.21004056930542,6.204824447631836,3.2719740867614746,-0.029074497520923615,,
A02,197,1542828801584727168,815,632.0,599.0,border_fail,632.7254638671875,600.8011474609375,0.05158640711869717,False,632.7941926121712,600.8243362903595,0.03370825025607987,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.490838050842285,6.477853298187256,3.384690284729004,-0.027962204068899155,,
A02,197,1542828801584727168,816,353.0,600.0,border_fail,353.608642578125,601.5926513671875,0.0772523060071755,False,353.5214540362358,601.5919163227081,0.06012737745272451,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.261719226837158,6.259500503540039,3.294044017791748,-0.031423114240169525,,
A02,197,1542828801584727168,818,962.0,368.0,ncc_fail,963.3282470703125,369.50250244140625,0.10428720940225124,False,963.2848740816116,369.6960701942444,0.07477383594145057,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.333261489868164,6.320044040679932,3.3258566856384277,-0.028706789016723633,,
A02,197,1542828801584727168,820,844.0,602.0,ncc_fail,844.8397827148438,603.912353515625,0.2563730136500521,False,845.100118637085,604.0342798233032,0.06894708370535985,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.048007011413574,6.04252290725708,3.205796718597412,-0.027632592245936394,,
A02,198,1542828801634558272,821,478.0,603.0,ncc_fail,478.58428955078125,604.8721923828125,0.3193589954625927,False,478.6478353738785,604.6433230638504,0.08420538061965742,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.198029041290283,6.192734241485596,3.266474723815918,-0.029088474810123444,,
A02,198,1542828801634558272,822,633.0,601.0,ncc_fail,633.7637329101562,602.803955078125,0.04041135805536038,False,633.7990372180939,602.7714946269989,0.029672494097400873,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.4757232666015625,6.465444087982178,3.381568193435669,-0.028856001794338226,,
A02,198,1542828801634558272,823,354.0,602.0,ncc_fail,354.6056213378906,603.5869750976562,0.06011048842911829,False,354.54411578178406,603.5561108589172,0.06122980142448627,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.365757942199707,6.361688613891602,3.3321635723114014,-0.030142461881041527,,
A02,199,1542828801684024384,117,959.369873046875,538.2067260742188,border_fail,960.6441040039062,540.094482421875,0.010771451450273372,False,960.6213848987911,540.1633665157217,0.08865895533443584,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.00507614351919,5.992383706542839,3.1953838784130895,-0.026551929940433816,,
A02,199,1542828801684024384,817,447.2519226074219,599.103271484375,border_fail,447.8874816894531,600.666259765625,0.06903797250284154,False,447.82702682562956,600.7201434297084,0.05835655365531471,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.220129957190007,6.215711126881061,3.2826857807256093,-0.02970740356672559,,
A02,199,1542828801684024384,827,634.0,603.0,ncc_fail,634.6791381835938,604.8490600585938,0.11983201826184857,False,634.7593064308167,604.7636172771454,0.050579857861888955,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.422496318817139,6.411250591278076,3.3583669662475586,-0.028149254620075226,,
A02,199,1542828801684024384,828,354.0,603.0,ncc_fail,354.5467224121094,604.5604858398438,0.0352202600977891,False,354.50206875801086,604.5654941797256,0.04288918672530234,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.163913726806641,6.1611528396606445,3.2504525184631348,-0.030092604458332062,,
A02,199,1542828801684024384,829,478.0,605.0,ncc_fail,478.5363464355469,606.5993041992188,0.04831348047088169,False,478.6022709608078,606.6400896310806,0.05534006362845489,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.021040439605713,6.0166096687316895,3.1987316608428955,-0.028564494103193283,,
A08,2701,1542885096173673520,216,546.0,601.0,ncc_fail,547.7011108398438,603.5556640625,0.24913355318776564,False,547.5425541400909,603.2845549583435,0.0189418389444503,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.187326908111572,6.178635597229004,3.261319875717163,-0.034517042338848114,,
A08,2701,1542885096173673520,241,481.0,606.0,ncc_fail,482.5506896972656,608.4515380859375,0.2527806568367514,False,482.51166105270386,608.2118961811066,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.0933732986450195,6.088315010070801,3.21893572807312,-0.03185003995895386,,
A08,2701,1542885096173673520,244,568.0,605.0,ncc_fail,569.5516357421875,607.8408813476562,0.5336587517216129,False,569.5553500652313,607.2849681377411,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.095271587371826,6.08570671081543,3.2194736003875732,-0.033309198915958405,,
A08,2701,1542885096173673520,300,511.0,598.0,border_fail,512.4820556640625,600.3610229492188,0.13214513406957434,False,512.5093102455139,600.2091777324677,0.07643114415411667,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.284881591796875,6.281270980834961,3.3025431632995605,-0.03519047051668167,,
A08,2701,1542885096173673520,313,398.0,601.0,ncc_fail,399.42340087890625,603.1171264648438,0.08578454298810549,False,399.4462186098099,603.0912752151489,0.07868190037766287,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.1823296546936035,6.178704738616943,3.23806095123291,-0.03380119055509567,,
