schema_version,protocol_version,dataset_family,sequence,window_index,window_start_s,window_end_s,absolute_image_start_s,absolute_image_end_s,runner_interface,runner_start,runner_end_or_duration,runner_unit,raw_bag_start_s,raw_bag_end_s,mapping_pass,outcome_boundary
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A08,8,360.0,405.0,360.0,405.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,7200,8100,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A08,9,405.0,450.0,405.0,450.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,8100,9000,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,4,180.0,225.0,180.0,225.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,3600,4500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,5,225.0,270.0,225.0,270.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,4500,5400,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A09,6,270.0,315.0,270.0,315.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,5400,6300,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,4,180.0,225.0,180.0,225.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,3600,4500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,5,225.0,270.0,225.0,270.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,4500,5400,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,6,270.0,315.0,270.0,315.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,5400,6300,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,7,315.0,360.0,315.0,360.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,6300,7200,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,8,360.0,405.0,360.0,405.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,7200,8100,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,9,405.0,450.0,405.0,450.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,8100,9000,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,10,450.0,495.0,450.0,495.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,9000,9900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,11,495.0,540.0,495.0,540.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,9900,10800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,12,540.0,585.0,540.0,585.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,10800,11700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,13,585.0,630.0,585.0,630.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,11700,12600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_archaeology,A10,14,630.0,675.0,630.0,675.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,12600,13500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H01,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H01,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H01,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H01,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H01,4,180.0,225.0,180.0,225.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,3600,4500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,4,180.0,225.0,180.0,225.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,3600,4500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,5,225.0,270.0,225.0,270.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,4500,5400,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,6,270.0,315.0,270.0,315.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,5400,6300,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,7,315.0,360.0,315.0,360.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,6300,7200,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H02,8,360.0,405.0,360.0,405.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,7200,8100,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H03,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H03,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H03,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H03,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H03,4,180.0,225.0,180.0,225.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,3600,4500,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H04,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H04,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H04,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H04,3,135.0,180.0,135.0,180.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,2700,3600,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H05,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H05,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H05,2,90.0,135.0,90.0,135.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,1800,2700,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H06,0,0.0,45.0,0.0,45.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,0,900,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,aqualoc_harbor,H06,1,45.0,90.0,45.0,90.0,AQUALOC_FRAME_INTERVAL_HALF_OPEN,900,1800,frame,,,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,0,0.0,45.0,1700603707.8582888,1700603752.8582888,ROS_BAG_START_OFFSET_AND_DURATION,-0.02828836441040039,45.0,second,1700603707.8865771,1700604386.718212,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,1,45.0,90.0,1700603752.8582888,1700603797.8582888,ROS_BAG_START_OFFSET_AND_DURATION,44.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,2,90.0,135.0,1700603797.8582888,1700603842.8582888,ROS_BAG_START_OFFSET_AND_DURATION,89.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,3,135.0,180.0,1700603842.8582888,1700603887.8582888,ROS_BAG_START_OFFSET_AND_DURATION,134.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,4,180.0,225.0,1700603887.8582888,1700603932.8582888,ROS_BAG_START_OFFSET_AND_DURATION,179.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,5,225.0,270.0,1700603932.8582888,1700603977.8582888,ROS_BAG_START_OFFSET_AND_DURATION,224.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,6,270.0,315.0,1700603977.8582888,1700604022.8582888,ROS_BAG_START_OFFSET_AND_DURATION,269.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,7,315.0,360.0,1700604022.8582888,1700604067.8582888,ROS_BAG_START_OFFSET_AND_DURATION,314.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,8,360.0,405.0,1700604067.8582888,1700604112.8582888,ROS_BAG_START_OFFSET_AND_DURATION,359.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,9,405.0,450.0,1700604112.8582888,1700604157.8582888,ROS_BAG_START_OFFSET_AND_DURATION,404.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,10,450.0,495.0,1700604157.8582888,1700604202.8582888,ROS_BAG_START_OFFSET_AND_DURATION,449.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,11,495.0,540.0,1700604202.8582888,1700604247.8582888,ROS_BAG_START_OFFSET_AND_DURATION,494.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,12,540.0,585.0,1700604247.8582888,1700604292.8582888,ROS_BAG_START_OFFSET_AND_DURATION,539.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-window-time-mapping-v1,isj-window-selection-v2,ntnu,fjord_6,13,585.0,630.0,1700604292.8582888,1700604337.8582888,ROS_BAG_START_OFFSET_AND_DURATION,584.9717116355896,45.0,second,1700603707.8865771,1700604386.718212,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
