run_slug,arm,public_id,source_id,first_frame,last_frame,public_observations,termination
a09_6000_6800,L-all,10001126,12301,233,237,5,source_missing_or_invalid
a09_6000_6800,L-all,10001127,12947,233,294,62,source_missing_or_invalid
a09_6000_6800,L-all,10001128,12950,233,234,2,source_missing_or_invalid
a09_6000_6800,L-all,10001129,12957,233,253,21,source_missing_or_invalid
a09_6000_6800,L-all,10001130,9759,234,236,3,source_missing_or_invalid
a09_6000_6800,L-all,10001131,10730,234,237,4,source_missing_or_invalid
a09_6000_6800,L-all,10001132,11422,234,311,78,source_missing_or_invalid
a09_6000_6800,L-all,10001133,12968,234,240,7,source_missing_or_invalid
a09_6000_6800,L-all,10001134,12980,234,307,74,source_missing_or_invalid
a09_6000_6800,L-all,10001135,12993,234,246,13,source_missing_or_invalid
a09_6000_6800,L-all,10001136,12998,234,245,12,source_missing_or_invalid
a09_6000_6800,L-all,10001137,13002,234,237,4,source_missing_or_invalid
a09_6000_6800,L-all,10001138,8090,235,235,1,source_missing_or_invalid
a09_6000_6800,L-all,10001139,10505,235,236,2,source_missing_or_invalid
a09_6000_6800,L-all,10001140,12232,235,241,7,source_missing_or_invalid
a09_6000_6800,L-all,10001141,13011,235,241,7,source_missing_or_invalid
a09_6000_6800,L-all,10001142,13013,235,236,2,source_missing_or_invalid
a09_6000_6800,L-all,10001143,13015,235,241,7,source_missing_or_invalid
a09_6000_6800,L-all,10001144,13042,235,242,8,source_missing_or_invalid
a09_6000_6800,L-all,10001145,11481,236,236,1,source_missing_or_invalid
a09_6000_6800,L-all,10001146,12797,236,240,5,source_missing_or_invalid
a09_6000_6800,L-all,10001147,13059,236,236,1,source_missing_or_invalid
a09_6000_6800,L-all,10001148,13064,236,255,20,source_missing_or_invalid
a09_6000_6800,L-all,10001149,13078,236,248,13,source_missing_or_invalid
a09_6000_6800,L-all,10001150,13086,237,248,12,source_missing_or_invalid
a09_6000_6800,L-all,10001151,13091,237,240,4,source_missing_or_invalid
a09_6000_6800,L-all,10001152,13100,237,241,5,source_missing_or_invalid
a09_6000_6800,L-all,10001153,12492,238,253,16,source_missing_or_invalid
a09_6000_6800,L-all,10001154,13113,238,239,2,source_missing_or_invalid
a09_6000_6800,L-all,10001155,13115,238,238,1,source_missing_or_invalid
a09_6000_6800,L-all,10001156,13120,238,247,10,source_missing_or_invalid
a09_6000_6800,L-all,10001157,13122,238,242,5,source_missing_or_invalid
a09_6000_6800,L-all,10001158,13127,238,239,2,source_missing_or_invalid
a09_6000_6800,L-all,10001159,10505,239,244,6,source_missing_or_invalid
a09_6000_6800,L-all,10001160,10962,239,239,1,source_missing_or_invalid
a09_6000_6800,L-all,10001161,11481,239,242,4,source_missing_or_invalid
a09_6000_6800,L-all,10001162,12744,239,243,5,source_missing_or_invalid
a09_6000_6800,L-all,10001163,13163,239,241,3,source_missing_or_invalid
a09_6000_6800,L-all,10001164,11197,240,241,2,source_missing_or_invalid
a09_6000_6800,L-all,10001165,12003,240,291,52,source_missing_or_invalid
a09_6000_6800,L-all,10001166,12576,240,244,5,source_missing_or_invalid
a09_6000_6800,L-all,10001167,12878,240,243,4,source_missing_or_invalid
a09_6000_6800,L-all,10001168,12969,240,240,1,source_missing_or_invalid
a09_6000_6800,L-all,10001169,13002,240,245,6,source_missing_or_invalid
a09_6000_6800,L-all,10001170,13172,240,245,6,source_missing_or_invalid
a09_6000_6800,L-all,10001171,13179,240,246,7,source_missing_or_invalid
a09_6000_6800,L-all,10001172,13185,240,364,125,source_missing_or_invalid
a09_6000_6800,L-all,10001173,13186,240,245,6,source_missing_or_invalid
a09_6000_6800,L-all,10001174,13198,240,309,70,source_missing_or_invalid
a09_6000_6800,L-all,10001175,12500,241,269,29,source_missing_or_invalid
a09_6000_6800,L-all,10001176,13201,241,241,1,source_missing_or_invalid
a09_6000_6800,L-all,10001177,13206,241,248,8,source_missing_or_invalid
a09_6000_6800,L-all,10001178,13209,241,242,2,source_missing_or_invalid
a09_6000_6800,L-all,10001179,13213,241,267,27,source_missing_or_invalid
a09_6000_6800,L-all,10001180,13227,241,242,2,source_missing_or_invalid
a09_6000_6800,L-all,10001181,11337,242,265,24,source_missing_or_invalid
a09_6000_6800,L-all,10001182,12590,242,278,37,source_missing_or_invalid
a09_6000_6800,L-all,10001183,13243,242,252,11,source_missing_or_invalid
a09_6000_6800,L-all,10001184,13255,242,309,68,source_missing_or_invalid
a09_6000_6800,L-all,10001185,12922,243,250,8,source_missing_or_invalid
a09_6000_6800,L-all,10001186,13100,243,244,2,source_missing_or_invalid
a09_6000_6800,L-all,10001187,13268,243,257,15,source_missing_or_invalid
a09_6000_6800,L-all,10001188,13275,243,325,83,source_missing_or_invalid
a09_6000_6800,L-all,10001189,13277,243,256,14,source_missing_or_invalid
a09_6000_6800,L-all,10001190,13281,243,267,25,source_missing_or_invalid
a09_6000_6800,L-all,10001191,13283,243,315,73,source_missing_or_invalid
a09_6000_6800,L-all,10001192,13286,243,263,21,source_missing_or_invalid
a09_6000_6800,L-all,10001193,13291,243,247,5,source_missing_or_invalid
a09_6000_6800,L-all,10001194,13301,243,399,157,window_end_or_source_end
a09_6000_6800,L-all,10001195,13328,244,364,121,source_missing_or_invalid
a09_6000_6800,L-all,10001196,13331,244,244,1,source_missing_or_invalid
a09_6000_6800,L-all,10001197,13335,244,249,6,source_missing_or_invalid
a09_6000_6800,L-all,10001198,13337,244,307,64,source_missing_or_invalid
a09_6000_6800,L-all,10001199,13338,244,246,3,source_missing_or_invalid
a09_6000_6800,L-all,10001200,13341,244,244,1,source_missing_or_invalid
a09_6000_6800,L-all,10001201,13344,244,244,1,source_missing_or_invalid
a09_6000_6800,L-all,10001202,11302,245,247,3,source_missing_or_invalid
a09_6000_6800,L-all,10001203,13360,245,246,2,source_missing_or_invalid
a09_6000_6800,L-all,10001204,13367,245,246,2,source_missing_or_invalid
a09_6000_6800,L-all,10001205,13370,245,247,3,source_missing_or_invalid
a09_6000_6800,L-all,10001206,13375,245,253,9,source_missing_or_invalid
a09_6000_6800,L-all,10001207,10217,246,248,3,source_missing_or_invalid
a09_6000_6800,L-all,10001208,12921,246,246,1,source_missing_or_invalid
a09_6000_6800,L-all,10001209,13236,246,297,52,source_missing_or_invalid
a09_6000_6800,L-all,10001210,13377,246,270,25,source_missing_or_invalid
a09_6000_6800,L-all,10001211,13382,246,292,47,source_missing_or_invalid
a09_6000_6800,L-all,10001212,13394,246,307,62,source_missing_or_invalid
a09_6000_6800,L-all,10001213,13404,246,278,33,source_missing_or_invalid
a09_6000_6800,L-all,10001214,13406,246,307,62,source_missing_or_invalid
a09_6000_6800,L-all,10001215,13408,246,278,33,source_missing_or_invalid
a09_6000_6800,L-all,10001216,8358,247,256,10,source_missing_or_invalid
a09_6000_6800,L-all,10001217,13080,247,353,107,source_missing_or_invalid
a09_6000_6800,L-all,10001218,13417,247,248,2,source_missing_or_invalid
a09_6000_6800,L-all,10001219,13423,247,250,4,source_missing_or_invalid
a09_6000_6800,L-all,10001220,13427,247,248,2,source_missing_or_invalid
a09_6000_6800,L-all,10001221,13430,247,301,55,source_missing_or_invalid
a09_6000_6800,L-all,10001222,13431,247,247,1,source_missing_or_invalid
a09_6000_6800,L-all,10001223,13442,247,252,6,source_missing_or_invalid
a09_6000_6800,L-all,10001224,13445,247,248,2,source_missing_or_invalid
a09_6000_6800,L-all,10001225,13452,247,250,4,source_missing_or_invalid
a09_6000_6800,L-all,10001226,13456,248,309,62,source_missing_or_invalid
a09_6000_6800,L-all,10001227,13463,248,249,2,source_missing_or_invalid
a09_6000_6800,L-all,10001228,13466,248,248,1,source_missing_or_invalid
a09_6000_6800,L-all,10001229,13467,248,278,31,source_missing_or_invalid
a09_6000_6800,L-all,10001230,13476,248,249,2,source_missing_or_invalid
a09_6000_6800,L-all,10001231,8718,249,251,3,source_missing_or_invalid
a09_6000_6800,L-all,10001232,10775,249,249,1,source_missing_or_invalid
a09_6000_6800,L-all,10001233,10973,249,250,2,source_missing_or_invalid
a09_6000_6800,L-all,10001234,11005,249,307,59,source_missing_or_invalid
a09_6000_6800,L-all,10001235,11969,249,263,15,source_missing_or_invalid
a09_6000_6800,L-all,10001236,12545,249,272,24,source_missing_or_invalid
a09_6000_6800,L-all,10001237,13120,249,307,59,source_missing_or_invalid
a09_6000_6800,L-all,10001238,13360,249,249,1,source_missing_or_invalid
a09_6000_6800,L-all,10001239,13497,249,260,12,source_missing_or_invalid
a09_6000_6800,L-all,10001240,13500,249,254,6,source_missing_or_invalid
a09_6000_6800,L-all,10001241,13506,249,271,23,source_missing_or_invalid
a09_6000_6800,L-all,10001242,10217,250,250,1,source_missing_or_invalid
a09_6000_6800,L-all,10001243,10390,250,256,7,source_missing_or_invalid
a09_6000_6800,L-all,10001244,13078,250,276,27,source_missing_or_invalid
a09_6000_6800,L-all,10001245,13206,250,250,1,source_missing_or_invalid
a09_6000_6800,L-all,10001246,13445,250,250,1,source_missing_or_invalid
a09_6000_6800,L-all,10001247,13518,250,252,3,source_missing_or_invalid
a09_6000_6800,L-all,10001248,13520,250,254,5,source_missing_or_invalid
a09_6000_6800,L-all,10001249,13541,250,266,17,source_missing_or_invalid
a09_6000_6800,L-all,10001250,13545,250,264,15,source_missing_or_invalid
a09_6000_6800,L-all,10001251,10949,251,258,8,source_missing_or_invalid
a09_6000_6800,L-all,10001252,13550,251,252,2,source_missing_or_invalid
a09_6000_6800,L-all,10001253,13553,251,262,12,source_missing_or_invalid
a09_6000_6800,L-all,10001254,13554,251,264,14,source_missing_or_invalid
a09_6000_6800,L-all,10001255,13555,251,254,4,source_missing_or_invalid
a09_6000_6800,L-all,10001256,13562,251,399,149,window_end_or_source_end
a09_6000_6800,L-all,10001257,13564,251,253,3,source_missing_or_invalid
a09_6000_6800,L-all,10001258,8903,252,254,3,source_missing_or_invalid
a09_6000_6800,L-all,10001259,10775,252,253,2,source_missing_or_invalid
a09_6000_6800,L-all,10001260,13586,252,252,1,source_missing_or_invalid
a09_6000_6800,L-all,10001261,13588,252,307,56,source_missing_or_invalid
a09_6000_6800,L-all,10001262,13597,252,278,27,source_missing_or_invalid
a09_6000_6800,L-all,10001263,13601,252,252,1,source_missing_or_invalid
a09_6000_6800,L-all,10001264,13602,252,253,2,source_missing_or_invalid
a09_6000_6800,L-all,10001265,13604,252,254,3,source_missing_or_invalid
a09_6000_6800,L-all,10001266,13612,252,258,7,source_missing_or_invalid
a09_6000_6800,L-all,10001267,13447,253,253,1,source_missing_or_invalid
a09_6000_6800,L-all,10001268,13613,253,255,3,source_missing_or_invalid
a09_6000_6800,L-all,10001269,13616,253,263,11,source_missing_or_invalid
a09_6000_6800,L-all,10001270,13636,253,331,79,source_missing_or_invalid
a09_6000_6800,L-all,10001271,13638,253,253,1,source_missing_or_invalid
a09_6000_6800,L-all,10001272,13642,253,278,26,source_missing_or_invalid
a09_6000_6800,L-all,10001273,10962,254,341,88,source_missing_or_invalid
a09_6000_6800,L-all,10001274,12813,254,278,25,source_missing_or_invalid
a09_6000_6800,L-all,10001275,13234,254,255,2,source_missing_or_invalid
a09_6000_6800,L-all,10001276,13442,254,256,3,source_missing_or_invalid
a09_6000_6800,L-all,10001277,13550,254,254,1,source_missing_or_invalid
a09_6000_6800,L-all,10001278,13632,254,278,25,source_missing_or_invalid
a09_6000_6800,L-all,10001279,13647,254,256,3,source_missing_or_invalid
a09_6000_6800,L-all,10001280,13650,254,278,25,source_missing_or_invalid
a09_6000_6800,L-all,10001281,13653,254,272,19,source_missing_or_invalid
a09_6000_6800,L-all,10001282,13656,254,309,56,source_missing_or_invalid
a09_6000_6800,L-all,10001283,13660,254,255,2,source_missing_or_invalid
a09_6000_6800,L-all,10001284,13662,254,321,68,source_missing_or_invalid
a09_6000_6800,L-all,10001285,13667,254,266,13,source_missing_or_invalid
a09_6000_6800,L-all,10001286,13672,254,331,78,source_missing_or_invalid
a09_6000_6800,L-all,10001287,10217,255,255,1,source_missing_or_invalid
a09_6000_6800,L-all,10001288,13091,255,262,8,source_missing_or_invalid
a09_6000_6800,L-all,10001289,13674,255,256,2,source_missing_or_invalid
a09_6000_6800,L-all,10001290,13682,255,330,76,source_missing_or_invalid
a09_6000_6800,L-all,10001291,13688,255,256,2,source_missing_or_invalid
a09_6000_6800,L-all,10001292,13692,255,263,9,source_missing_or_invalid
a09_6000_6800,L-all,10001293,13695,255,364,110,source_missing_or_invalid
a09_6000_6800,L-all,10001294,13696,255,263,9,source_missing_or_invalid
a09_6000_6800,L-all,10001295,12832,256,267,12,source_missing_or_invalid
a09_6000_6800,L-all,10001296,13340,256,257,2,source_missing_or_invalid
a09_6000_6800,L-all,10001297,13584,256,269,14,source_missing_or_invalid
a09_6000_6800,L-all,10001298,13722,256,258,3,source_missing_or_invalid
a09_6000_6800,L-all,10001299,13725,256,289,34,source_missing_or_invalid
a09_6000_6800,L-all,10001300,13731,256,259,4,source_missing_or_invalid
a09_6000_6800,L-all,10001301,13733,256,257,2,source_missing_or_invalid
a09_6000_6800,L-all,10001302,13735,256,259,4,source_missing_or_invalid
a09_6000_6800,L-all,10001303,9982,257,271,15,source_missing_or_invalid
a09_6000_6800,L-all,10001304,13744,257,311,55,source_missing_or_invalid
a09_6000_6800,L-all,10001305,13757,257,283,27,source_missing_or_invalid
a09_6000_6800,L-all,10001306,13769,257,282,26,source_missing_or_invalid
a09_6000_6800,L-all,10001307,12540,258,258,1,source_missing_or_invalid
a09_6000_6800,L-all,10001308,13745,258,271,14,source_missing_or_invalid
a09_6000_6800,L-all,10001309,13775,258,265,8,source_missing_or_invalid
a09_6000_6800,L-all,10001310,13776,258,260,3,source_missing_or_invalid
a09_6000_6800,L-all,10001311,13779,258,259,2,source_missing_or_invalid
a09_6000_6800,L-all,10001312,13782,258,266,9,source_missing_or_invalid
a09_6000_6800,L-all,10001313,13793,258,262,5,source_missing_or_invalid
a09_6000_6800,L-all,10001314,13804,258,278,21,source_missing_or_invalid
a09_6000_6800,L-all,10001315,13807,258,278,21,source_missing_or_invalid
a09_6000_6800,L-all,10001316,13811,258,368,111,source_missing_or_invalid
a09_6000_6800,L-all,10001317,13340,259,263,5,source_missing_or_invalid
a09_6000_6800,L-all,10001318,13814,259,260,2,source_missing_or_invalid
a09_6000_6800,L-all,10001319,13821,259,272,14,source_missing_or_invalid
a09_6000_6800,L-all,10001320,13843,259,307,49,source_missing_or_invalid
a09_6000_6800,L-all,10001321,13849,260,276,17,source_missing_or_invalid
a09_6000_6800,L-all,10001322,13852,260,321,62,source_missing_or_invalid
a09_6000_6800,L-all,10001323,13853,260,263,4,source_missing_or_invalid
a09_6000_6800,L-all,10001324,13857,260,268,9,source_missing_or_invalid
a09_6000_6800,L-all,10001325,13858,260,271,12,source_missing_or_invalid
a09_6000_6800,L-all,10001326,13860,260,265,6,source_missing_or_invalid
a09_6000_6800,L-all,10001327,13864,260,263,4,source_missing_or_invalid
a09_6000_6800,L-all,10001328,13866,260,354,95,source_missing_or_invalid
a09_6000_6800,L-all,10001329,13871,260,343,84,source_missing_or_invalid
a09_6000_6800,L-all,10001330,13542,261,261,1,source_missing_or_invalid
a09_6000_6800,L-all,10001331,13879,261,269,9,source_missing_or_invalid
a09_6000_6800,L-all,10001332,13886,261,261,1,source_missing_or_invalid
a09_6000_6800,L-all,10001333,13888,261,285,25,source_missing_or_invalid
a09_6000_6800,L-all,10001334,13889,261,263,3,source_missing_or_invalid
a09_6000_6800,L-all,10001335,13893,261,341,81,source_missing_or_invalid
a09_6000_6800,L-all,10001336,13897,261,331,71,source_missing_or_invalid
a09_6000_6800,L-all,10001337,13898,261,263,3,source_missing_or_invalid
a09_6000_6800,L-all,10001338,13904,261,282,22,source_missing_or_invalid
a09_6000_6800,L-all,10001339,13910,261,305,45,source_missing_or_invalid
a09_6000_6800,L-all,10001340,13917,262,262,1,source_missing_or_invalid
a09_6000_6800,L-all,10001341,13921,262,262,1,source_missing_or_invalid
a09_6000_6800,L-all,10001342,13928,262,274,13,source_missing_or_invalid
a09_6000_6800,L-all,10001343,13929,262,315,54,source_missing_or_invalid
a09_6000_6800,L-all,10001344,13930,262,283,22,source_missing_or_invalid
a09_6000_6800,L-all,10001345,13940,262,309,48,source_missing_or_invalid
a09_6000_6800,L-all,10001346,11018,263,273,11,source_missing_or_invalid
a09_6000_6800,L-all,10001347,12540,263,263,1,source_missing_or_invalid
a09_6000_6800,L-all,10001348,13886,263,263,1,source_missing_or_invalid
a09_6000_6800,L-all,10001349,13946,263,263,1,source_missing_or_invalid
a09_6000_6800,L-all,10001350,13960,263,304,42,source_missing_or_invalid
a09_6000_6800,L-all,10001351,13965,263,291,29,source_missing_or_invalid
a09_6000_6800,L-all,10001352,13973,263,307,45,source_missing_or_invalid
a09_6000_6800,L-all,10001353,13981,264,278,15,source_missing_or_invalid
a09_6000_6800,L-all,10001354,13995,264,264,1,source_missing_or_invalid
a09_6000_6800,L-all,10001355,12540,265,268,4,source_missing_or_invalid
a09_6000_6800,L-all,10001356,12823,265,270,6,source_missing_or_invalid
a09_6000_6800,L-all,10001357,13286,265,283,19,source_missing_or_invalid
a09_6000_6800,L-all,10001358,13692,265,278,14,source_missing_or_invalid
a09_6000_6800,L-all,10001359,13696,265,368,104,source_missing_or_invalid
a09_6000_6800,L-all,10001360,13864,265,272,8,source_missing_or_invalid
a09_6000_6800,L-all,10001361,13889,265,268,4,source_missing_or_invalid
a09_6000_6800,L-all,10001362,13977,265,265,1,source_missing_or_invalid
a09_6000_6800,L-all,10001363,13993,265,278,14,source_missing_or_invalid
a09_6000_6800,L-all,10001364,14005,265,278,14,source_missing_or_invalid
a09_6000_6800,L-all,10001365,14017,265,329,65,source_missing_or_invalid
a09_6000_6800,L-all,10001366,14022,265,321,57,source_missing_or_invalid
a09_6000_6800,L-all,10001367,11726,266,269,4,source_missing_or_invalid
a09_6000_6800,L-all,10001368,14030,266,278,13,source_missing_or_invalid
a09_6000_6800,L-all,10001369,14034,266,269,4,source_missing_or_invalid
a09_6000_6800,L-all,10001370,14038,266,305,40,source_missing_or_invalid
a09_6000_6800,L-all,10001371,14043,266,270,5,source_missing_or_invalid
a09_6000_6800,L-all,10001372,14060,266,273,8,source_missing_or_invalid
a09_6000_6800,L-all,10001373,14012,267,270,4,source_missing_or_invalid
a09_6000_6800,L-all,10001374,14068,267,286,20,source_missing_or_invalid
a09_6000_6800,L-all,10001375,14080,267,268,2,source_missing_or_invalid
a09_6000_6800,L-all,10001376,12876,268,273,6,source_missing_or_invalid
a09_6000_6800,L-all,10001377,13667,268,275,8,source_missing_or_invalid
a09_6000_6800,L-all,10001378,14100,268,268,1,source_missing_or_invalid
a09_6000_6800,L-all,10001379,14105,268,268,1,source_missing_or_invalid
a09_6000_6800,L-all,10001380,14108,268,342,75,source_missing_or_invalid
a09_6000_6800,L-all,10001381,14112,268,268,1,source_missing_or_invalid
a09_6000_6800,L-all,10001382,14115,268,307,40,source_missing_or_invalid
a09_6000_6800,L-all,10001383,14119,268,268,1,source_missing_or_invalid
a09_6000_6800,L-all,10001384,14120,268,286,19,source_missing_or_invalid
a09_6000_6800,L-all,10001385,14121,268,269,2,source_missing_or_invalid
a09_6000_6800,L-all,10001386,14122,268,272,5,source_missing_or_invalid
a09_6000_6800,L-all,10001387,14126,269,347,79,source_missing_or_invalid
a09_6000_6800,L-all,10001388,14131,269,278,10,source_missing_or_invalid
a09_6000_6800,L-all,10001389,14132,269,270,2,source_missing_or_invalid
a09_6000_6800,L-all,10001390,14138,269,309,41,source_missing_or_invalid
a09_6000_6800,L-all,10001391,14147,270,327,58,source_missing_or_invalid
a09_6000_6800,L-all,10001392,14154,270,278,9,source_missing_or_invalid
a09_6000_6800,L-all,10001393,14166,270,278,9,source_missing_or_invalid
a09_6000_6800,L-all,10001394,14180,271,309,39,source_missing_or_invalid
a09_6000_6800,L-all,10001395,14186,271,272,2,source_missing_or_invalid
a09_6000_6800,L-all,10001396,11354,272,278,7,source_missing_or_invalid
a09_6000_6800,L-all,10001397,12823,272,275,4,source_missing_or_invalid
a09_6000_6800,L-all,10001398,13277,272,324,53,source_missing_or_invalid
a09_6000_6800,L-all,10001399,14207,272,272,1,source_missing_or_invalid
a09_6000_6800,L-all,10001400,14214,272,302,31,source_missing_or_invalid
a09_6000_6800,L-all,10001401,12246,273,365,93,source_missing_or_invalid
a09_6000_6800,L-all,10001402,14224,273,278,6,source_missing_or_invalid
a09_6000_6800,L-all,10001403,14231,273,274,2,source_missing_or_invalid
a09_6000_6800,L-all,10001404,14235,273,275,3,source_missing_or_invalid
a09_6000_6800,L-all,10001405,14239,273,325,53,source_missing_or_invalid
a09_6000_6800,L-all,10001406,14248,273,287,15,source_missing_or_invalid
a09_6000_6800,L-all,10001407,14250,273,307,35,source_missing_or_invalid
a09_6000_6800,L-all,10001408,10612,274,353,80,source_missing_or_invalid
a09_6000_6800,L-all,10001409,12545,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001410,13213,274,313,40,source_missing_or_invalid
a09_6000_6800,L-all,10001411,13864,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001412,14122,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001413,14186,274,277,4,source_missing_or_invalid
a09_6000_6800,L-all,10001414,14207,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001415,14255,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001416,14263,274,285,12,source_missing_or_invalid
a09_6000_6800,L-all,10001417,14264,274,387,114,source_missing_or_invalid
a09_6000_6800,L-all,10001418,14271,274,278,5,source_missing_or_invalid
a09_6000_6800,L-all,10001419,14273,274,286,13,source_missing_or_invalid
a09_6000_6800,L-all,10001420,14278,274,276,3,source_missing_or_invalid
a09_6000_6800,L-all,10001421,13091,275,278,4,source_missing_or_invalid
a09_6000_6800,L-all,10001422,13616,275,387,113,source_missing_or_invalid
a09_6000_6800,L-all,10001423,14285,275,278,4,source_missing_or_invalid
a09_6000_6800,L-all,10001424,14296,275,278,4,source_missing_or_invalid
a09_6000_6800,L-all,10001425,14297,275,331,57,source_missing_or_invalid
a09_6000_6800,L-all,10001426,14310,275,278,4,source_missing_or_invalid
a09_6000_6800,L-all,10001427,13821,276,331,56,source_missing_or_invalid
a09_6000_6800,L-all,10001428,14314,276,277,2,source_missing_or_invalid
a09_6000_6800,L-all,10001429,14325,276,277,2,source_missing_or_invalid
a09_6000_6800,L-all,10001430,14333,276,300,25,source_missing_or_invalid
a09_6000_6800,L-all,10001431,14337,276,278,3,source_missing_or_invalid
a09_6000_6800,L-all,10001432,14338,276,294,19,source_missing_or_invalid
a09_6000_6800,L-all,10001433,14339,276,276,1,source_missing_or_invalid
a09_6000_6800,L-all,10001434,9292,277,281,5,source_missing_or_invalid
a09_6000_6800,L-all,10001435,14346,277,309,33,source_missing_or_invalid
a09_6000_6800,L-all,10001436,14347,277,277,1,source_missing_or_invalid
a09_6000_6800,L-all,10001437,14350,277,278,2,source_missing_or_invalid
a09_6000_6800,L-all,10001438,14351,277,321,45,source_missing_or_invalid
a09_6000_6800,L-all,10001439,14358,277,278,2,source_missing_or_invalid
a09_6000_6800,L-all,10001440,14365,277,278,2,source_missing_or_invalid
a09_6000_6800,L-all,10001441,14367,277,297,21,source_missing_or_invalid
a09_6000_6800,L-all,10001442,14376,278,283,6,source_missing_or_invalid
a09_6000_6800,L-all,10001443,14381,278,281,4,source_missing_or_invalid
a09_6000_6800,L-all,10001444,14383,278,294,17,source_missing_or_invalid
a09_6000_6800,L-all,10001445,14386,278,331,54,source_missing_or_invalid
a09_6000_6800,L-all,10001446,14392,278,278,1,source_missing_or_invalid
a09_6000_6800,L-all,10001447,11038,279,279,1,source_missing_or_invalid
a09_6000_6800,L-all,10001448,14397,279,282,4,source_missing_or_invalid
a09_6000_6800,L-all,10001449,14398,279,282,4,source_missing_or_invalid
a09_6000_6800,L-all,10001450,14402,279,284,6,source_missing_or_invalid
a09_6000_6800,L-all,10001451,14404,279,307,29,source_missing_or_invalid
a09_6000_6800,L-all,10001452,10460,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001453,10988,280,281,2,source_missing_or_invalid
a09_6000_6800,L-all,10001454,11354,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001455,11780,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001456,12046,280,331,52,source_missing_or_invalid
a09_6000_6800,L-all,10001457,12545,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001458,12590,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001459,12813,280,294,15,source_missing_or_invalid
a09_6000_6800,L-all,10001460,12927,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001461,13404,280,331,52,source_missing_or_invalid
a09_6000_6800,L-all,10001462,13408,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001463,13467,280,293,14,source_missing_or_invalid
a09_6000_6800,L-all,10001464,13632,280,310,31,source_missing_or_invalid
a09_6000_6800,L-all,10001465,13642,280,309,30,source_missing_or_invalid
a09_6000_6800,L-all,10001466,13650,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001467,13692,280,300,21,source_missing_or_invalid
a09_6000_6800,L-all,10001468,13804,280,309,30,source_missing_or_invalid
a09_6000_6800,L-all,10001469,13864,280,331,52,source_missing_or_invalid
a09_6000_6800,L-all,10001470,13981,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001471,13993,280,285,6,source_missing_or_invalid
a09_6000_6800,L-all,10001472,14005,280,296,17,source_missing_or_invalid
a09_6000_6800,L-all,10001473,14030,280,331,52,source_missing_or_invalid
a09_6000_6800,L-all,10001474,14122,280,282,3,source_missing_or_invalid
a09_6000_6800,L-all,10001475,14131,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001476,14154,280,309,30,source_missing_or_invalid
a09_6000_6800,L-all,10001477,14166,280,288,9,source_missing_or_invalid
a09_6000_6800,L-all,10001478,14207,280,315,36,source_missing_or_invalid
a09_6000_6800,L-all,10001479,14224,280,340,61,source_missing_or_invalid
a09_6000_6800,L-all,10001480,14255,280,285,6,source_missing_or_invalid
a09_6000_6800,L-all,10001481,14271,280,353,74,source_missing_or_invalid
a09_6000_6800,L-all,10001482,14285,280,397,118,source_missing_or_invalid
a09_6000_6800,L-all,10001483,14310,280,337,58,source_missing_or_invalid
a09_6000_6800,L-all,10001484,14337,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001485,14350,280,381,102,source_missing_or_invalid
a09_6000_6800,L-all,10001486,14358,280,280,1,source_missing_or_invalid
a09_6000_6800,L-all,10001487,14392,280,347,68,source_missing_or_invalid
a09_6000_6800,L-all,10001488,14412,280,282,3,source_missing_or_invalid
a09_6000_6800,L-all,10001489,14418,280,296,17,source_missing_or_invalid
a09_6000_6800,L-all,10001490,14421,280,294,15,source_missing_or_invalid
a09_6000_6800,L-all,10001491,14424,280,307,28,source_missing_or_invalid
a09_6000_6800,L-all,10001492,14432,280,309,30,source_missing_or_invalid
a09_6000_6800,L-all,10001493,14434,280,321,42,source_missing_or_invalid
a09_6000_6800,L-all,10001494,14435,280,364,85,source_missing_or_invalid
a09_6000_6800,L-all,10001495,14438,280,292,13,source_missing_or_invalid
a09_6000_6800,L-all,10001496,14442,280,286,7,source_missing_or_invalid
a09_6000_6800,L-all,10001497,14447,281,300,20,source_missing_or_invalid
a09_6000_6800,L-all,10001498,14450,281,298,18,source_missing_or_invalid
a09_6000_6800,L-all,10001499,14451,281,282,2,source_missing_or_invalid
a09_6000_6800,L-all,10001500,14456,281,309,29,source_missing_or_invalid
a09_6000_6800,L-all,10001501,14457,281,284,4,source_missing_or_invalid
a09_6000_6800,L-all,10001502,14459,281,282,2,source_missing_or_invalid
