pair_id,query_id,sequence,source_offset,target_offset,source_raw,target_raw,gap_frames,source_stamp_ns,target_stamp_ns,delta_time_s,source_image,target_image,width,height,grid_cell,cell_status,source_x,source_y,source_local_id,old_track_id,point_origin,blind_sheet
A08_s120_d01,A08_s120_q8,A08,120,121,2820,2821,1,1542885102122060240,1542885102174412912,0.052352672,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/A08_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/A08_121.png,968,608,8,SELECTED,840.8162231445312,463.8163757324219,48,81,TRACKED_FROM_SAVED_B,blind/A08_s120.png
A08_s120_d10,A08_s120_q8,A08,120,130,2820,2830,10,1542885102122060240,1542885102621925680,0.49986544,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/A08_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/A08_130.png,968,608,8,SELECTED,840.8162231445312,463.8163757324219,48,81,TRACKED_FROM_SAVED_B,blind/A08_s120.png
H02_s040_d01,H02_s040_q1,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,1,SELECTED,79.40240478515625,126.7613296508789,310,747,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q1,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,1,SELECTED,79.40240478515625,126.7613296508789,310,747,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q2,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,2,SELECTED,236.21539306640625,132.7574462890625,196,321,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q2,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,2,SELECTED,236.21539306640625,132.7574462890625,196,321,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q3,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,3,SELECTED,409.50738525390625,123.5181655883789,290,694,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q3,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,3,SELECTED,409.50738525390625,123.5181655883789,290,694,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q4,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,4,SELECTED,561.7813110351562,122.88208770751953,224,398,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q4,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,4,SELECTED,561.7813110351562,122.88208770751953,224,398,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q5,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,5,SELECTED,67.2857666015625,367.70703125,153,217,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q5,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,5,SELECTED,67.2857666015625,367.70703125,153,217,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q6,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,6,SELECTED,261.978759765625,358.3146057128906,144,197,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q6,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,6,SELECTED,261.978759765625,358.3146057128906,144,197,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q7,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,7,SELECTED,406.7079772949219,376.4685363769531,335,791,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q7,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,7,SELECTED,406.7079772949219,376.4685363769531,335,791,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d01,H02_s040_q8,H02,40,41,40,41,1,1523958588901201911,1523958588951368878,0.050166967,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_41.png,640,512,8,SELECTED,567.1520385742188,378.3296203613281,117,157,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s040_d10,H02_s040_q8,H02,40,50,40,50,10,1523958588901201911,1523958589401586828,0.500384917,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_40.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_50.png,640,512,8,SELECTED,567.1520385742188,378.3296203613281,117,157,TRACKED_FROM_SAVED_B,blind/H02_s040.png
H02_s120_d01,H02_s120_q1,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,1,SELECTED,71.57612609863281,122.46949768066406,317,1460,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q1,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,1,SELECTED,71.57612609863281,122.46949768066406,317,1460,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q2,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,2,SELECTED,243.482177734375,127.31827545166016,335,1487,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q2,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,2,SELECTED,243.482177734375,127.31827545166016,335,1487,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q3,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,3,SELECTED,415.2320861816406,139.0666961669922,266,1348,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q3,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,3,SELECTED,415.2320861816406,139.0666961669922,266,1348,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q4,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,4,SELECTED,581.8953247070312,107.113525390625,184,1179,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q4,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,4,SELECTED,581.8953247070312,107.113525390625,184,1179,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q5,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,5,SELECTED,80.13704681396484,396.6546630859375,46,217,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q5,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,5,SELECTED,80.13704681396484,396.6546630859375,46,217,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q6,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,6,SELECTED,245.056640625,386.86968994140625,122,936,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q6,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,6,SELECTED,245.056640625,386.86968994140625,122,936,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q7,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,7,SELECTED,403.3276062011719,394.9836120605469,256,1329,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q7,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,7,SELECTED,403.3276062011719,394.9836120605469,256,1329,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d01,H02_s120_q8,H02,120,121,120,121,1,1523958592904315075,1523958592953335423,0.049020348,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_121.png,640,512,8,SELECTED,575.8319702148438,399.8840026855469,98,753,TRACKED_FROM_SAVED_B,blind/H02_s120.png
H02_s120_d10,H02_s120_q8,H02,120,130,120,130,10,1523958592904315075,1523958593403053617,0.498738542,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_120.png,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_searaft_screening_v1/natural_inputs/H02_130.png,640,512,8,SELECTED,575.8319702148438,399.8840026855469,98,753,TRACKED_FROM_SAVED_B,blind/H02_s120.png
