family,run_dir,feature_id,lineage_observations,seed_observations,first_frame,last_frame,post_confirmation_observations,median_nearest_classical_px,median_motion_ratio_to_classical,passes_same_rule,feature_frames
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14932,22,22,58,79,18,16.884877,1.097202,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14933,22,22,58,79,18,24.825784,1.334227,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,14427,22,22,58,79,18,22.001617,1.279115,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,14428,22,22,58,79,18,32.609601,1.317232,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,14430,22,22,58,79,18,19.074074,1.175164,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,662,22,22,4,25,18,9.513675,0.723864,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,755,22,22,5,26,18,12.741559,0.718703,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,662,22,22,4,25,18,9.513675,0.723864,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,755,22,22,5,26,18,12.741559,0.718703,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,662,22,22,4,25,18,9.513675,0.723864,0,145
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,755,22,22,5,26,18,12.741559,0.718703,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s30_d10,4198,22,12,30,99,18,11.711947,1.588672,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s30_d10_probe_oldcontract_densecap,4198,22,12,30,99,18,11.711947,1.588672,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3575,21,21,50,70,17,15.442747,0.948216,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15028,21,21,59,79,17,55.053690,2.896787,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,1726,21,21,21,41,17,29.545093,0.704725,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,1753,21,21,22,42,17,38.390530,0.659953,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,19542,21,21,59,79,17,13.996733,,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,646,20,20,4,24,16,14.316190,0.759830,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,1070,20,20,8,28,16,9.166285,0.857569,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3641,20,20,51,70,16,5.789159,1.007230,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7753,20,20,35,54,16,8.306707,1.062210,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15209,20,20,60,79,16,28.003608,1.377045,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15210,20,20,60,79,16,33.295888,1.350570,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,1268,20,20,4,23,16,18.721340,1.829691,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3454,20,20,60,79,16,10.650562,0.581455,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3455,20,20,60,79,16,39.763250,0.487110,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3458,20,20,60,79,16,12.231276,0.637871,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3459,20,20,60,79,16,13.529070,0.763697,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3460,20,20,60,79,16,10.174180,0.570051,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3461,20,20,60,79,16,10.883959,0.682411,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3462,20,20,60,79,16,14.428847,0.679795,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,20067,20,20,60,79,16,9.048687,,0,80
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul01_probe_initsafe_ntnu_fjord1_s90_d10,1219,20,20,20,39,16,20.893591,1.175575,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,437,19,19,2,20,15,14.125852,0.854725,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,1567,19,19,12,33,15,18.621438,0.892649,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3544,19,19,49,67,15,21.910193,0.948605,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,4260,19,19,61,79,15,13.700079,0.670131,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15383,19,19,61,79,15,13.343602,1.345266,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15384,19,19,61,79,15,10.518155,1.258892,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15386,19,19,61,79,15,11.120252,1.414320,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15387,19,19,61,79,15,9.996163,1.387380,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15388,19,19,61,79,15,18.378320,1.331874,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15389,19,19,61,79,15,15.368155,1.476122,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15390,19,19,61,79,15,10.034028,1.369250,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15391,19,19,61,79,15,17.326739,1.484805,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15393,19,19,61,79,15,31.522245,1.418578,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15394,19,19,61,79,15,25.257156,1.379383,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,20857,19,19,61,79,15,9.409730,,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,20860,19,19,61,79,15,11.462921,,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,436,18,18,2,19,14,13.846393,0.876425,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1695,18,18,16,33,14,38.607636,0.701172,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3639,18,18,51,68,14,11.361879,0.966792,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3642,18,18,51,68,14,10.080881,0.960550,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,4257,18,18,62,79,14,24.509688,0.720581,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,2685,18,18,43,60,14,10.510867,0.899025,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,2687,18,18,43,60,14,10.439787,0.922798,0,80
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,439,18,7,2,72,14,10.450695,0.854289,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,440,18,6,2,73,14,11.881197,1.008489,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,643,17,17,4,20,13,11.567808,0.832348,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3347,17,17,47,63,13,12.877718,0.974460,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3457,17,17,48,64,13,12.279453,0.996039,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14722,17,17,57,73,13,9.273458,1.093848,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14724,17,17,57,73,13,9.621896,0.952074,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,2686,17,17,43,59,13,10.246203,0.922703,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,670,17,17,4,20,13,14.617067,0.843543,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,670,17,17,4,20,13,14.617067,0.843543,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,670,17,17,4,20,13,14.617067,0.843543,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s33_d10_probe_oldcontract_densecap,441,17,6,2,72,13,18.603821,0.927294,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3545,16,16,50,65,12,9.729542,1.009896,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3798,16,16,54,69,12,15.462161,0.928147,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,20859,16,16,61,76,12,11.290575,,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,20859,16,16,61,76,12,11.290575,,0,145
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15392,15,15,61,75,11,15.345441,1.332701,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,12328,15,15,49,63,11,20.966194,1.223284,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,2688,15,15,43,57,11,11.909238,0.888447,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3668,15,15,65,79,11,16.392195,0.582984,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3670,15,15,65,79,11,27.769820,0.807465,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3674,15,15,65,79,11,22.120517,0.543578,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3675,15,15,65,79,11,30.465492,0.624670,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,451,15,15,1,15,11,23.079560,0.731060,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,451,15,15,1,15,11,23.079560,0.731060,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,451,15,15,1,15,11,23.079560,0.731060,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen18_ntnu_fjord5_s220_d10_probe,30260,15,15,48,62,11,7.329554,,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,1069,14,14,8,21,10,14.924429,1.102047,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1014,14,14,6,19,10,20.351361,0.882544,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15030,14,14,59,72,10,12.075536,1.180845,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,981,14,14,8,21,10,9.374220,0.719325,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,981,14,14,8,21,10,9.374220,0.719325,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,981,14,14,8,21,10,9.374220,0.719325,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s500_d10_probe,2441,14,9,4,69,10,19.365117,,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,1705,13,13,16,28,9,28.335262,0.694030,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7880,13,13,35,47,9,28.562601,1.334781,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7884,13,13,35,47,9,8.395461,1.037609,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7887,13,13,35,47,9,13.621188,1.019599,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8015,13,13,36,48,9,22.456345,1.194799,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,14727,13,13,57,69,9,9.584949,0.925138,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,432,13,13,1,13,9,30.195217,2.170266,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,666,13,13,4,16,9,31.038238,0.795709,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,669,13,13,4,16,9,29.489961,0.766462,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,666,13,13,4,16,9,31.038238,0.795709,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,669,13,13,4,16,9,29.489961,0.766462,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,666,13,13,4,16,9,31.038238,0.795709,0,145
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,669,13,13,4,16,9,29.489961,0.766462,0,145
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15213,12,12,60,71,8,9.955255,1.706017,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,15385,12,12,61,72,8,9.420856,1.446130,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,6385,12,12,29,40,8,11.396266,1.143485,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,6387,12,12,29,40,8,22.232510,1.392418,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,6389,12,12,29,40,8,11.223248,1.414182,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,1755,12,12,22,33,8,32.138353,0.687710,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3813,12,12,68,79,8,21.900634,0.877114,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3814,12,12,68,79,8,12.872075,0.687748,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3815,12,12,68,79,8,20.886400,0.756004,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3817,12,12,68,79,8,13.082840,0.811557,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3819,12,12,68,79,8,9.790160,0.643515,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3820,12,12,68,79,8,13.705001,1.162937,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3821,12,12,68,79,8,13.189462,0.825107,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3822,12,12,68,79,8,13.678326,0.790104,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1480_1640,3824,12,12,68,79,8,20.070225,0.612873,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,761,12,12,5,16,8,21.626509,0.619708,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,761,12,12,5,16,8,21.626509,0.619708,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,761,12,12,5,16,8,21.626509,0.619708,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p45_d10_probe_oldcontract_densecap,627,12,12,1,12,8,14.844105,2.170273,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s30_d10,4197,12,11,30,90,8,9.853172,1.012767,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s35_d10,6112,12,12,70,81,8,18.976801,1.289400,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s30_d10_probe_oldcontract_densecap,4197,12,11,30,90,8,9.853172,1.012767,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s35_d10_probe_oldcontract_densecap,6112,12,12,70,81,8,18.976801,1.289400,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain2_fjord_3_s90_d30_probe,612,12,3,8,43,8,18.229666,0.959851,0,300
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,434,11,11,2,12,7,22.909847,0.879631,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7883,11,11,35,45,7,16.995024,1.021089,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,6392,11,11,29,39,7,8.312199,1.214198,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,12330,11,11,49,59,7,11.767166,0.945615,0,80
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s575_d30_mirror_densecap,1210,11,1,8,18,7,18.846819,1.549522,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p5_d10_probe_oldcontract_densecap,712,11,11,2,12,7,10.790994,0.999677,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_1_s0_d30_probe,1345,11,3,9,46,7,12.291525,0.926634,0,298
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst12_probe_h07_1660_1740,1734,10,10,13,23,6,11.534867,1.204589,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul09_longburst_probe_h07_1480_1640,3795,10,10,54,63,6,34.230824,1.126113,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1160_1320,14434,10,10,58,67,6,11.272619,1.039787,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,434,10,10,1,10,6,28.277789,1.071599,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1660_1740,450,10,10,1,10,6,14.494166,0.861383,0,40
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1820,450,10,10,1,10,6,14.494166,0.861383,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,450,10,10,1,10,6,14.494166,0.861383,0,145
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27i_threewayprobe_aqualoc_h07_1660_1950,49700,10,10,112,121,6,23.858820,,0,145
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s60_d10_probe,7844,10,10,20,29,6,13.299258,0.983616,0,100
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,7885,9,9,35,43,5,14.917284,1.025344,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_h07_1160_1320_probe,8152,9,9,36,44,5,37.857009,1.147057,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7096,9,9,71,79,5,9.945505,0.897230,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7098,9,9,71,79,5,7.538739,1.189248,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7099,9,9,71,79,5,11.602552,1.182412,0,80
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jun27g_threewayprobe_aqualoc_h07_1320_1480,7101,9,9,71,79,5,17.259848,1.002664,0,80
