family,run_dir,feature_id,lineage_observations,seed_observations,first_frame,confirmation_frame,last_frame,post_confirmation_observations,median_nearest_classical_px,median_motion_ratio_to_classical,passes_same_rule,causal_selected,feature_frames,metrics_exported_source_total
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr70_100_probe,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr70_100_export,10000084,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,342
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr70_100_export,10000106,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,352
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr70_100_export,10000106,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_freshconfirm_budget240_v1_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v1_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr70_100_export,10000113,8,8,98,102,105,4,88.20900972407588,1.022834320471322,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr60_90_export,10000042,8,8,55,59,62,4,84.36202401489022,0.1559110886621657,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v1_fr60_90_export,10000042,8,8,55,59,62,4,84.36202401489022,0.1559110886621657,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr60_90_export,10000042,8,8,55,59,62,4,84.36202401489022,0.1559110886621657,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr60_90_export,10000024,8,8,55,59,62,4,84.36202401489022,0.1559110886621657,1,0,224,248
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000024,8,8,55,59,62,4,84.36202401489022,0.1559110886621657,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr80_110_export,10000011,8,8,26,30,33,4,81.33830418279501,0.44061659428280786,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_earlyburst_export_probe_v2_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,75
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_earlyburst_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_earlyburst_v2_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,75
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_freshhold0_export_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_freshhold0_export_probe_v2_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_no_weakcell_export_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_no_weakcell_vins_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_preserve_budget_export_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_preserve_xfeatq06_probe_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_recenthealth_probe_export_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_shortseed_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_stalehealthy_formal_v2_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_age10_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_age12_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_age8_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_q03_profile_verify_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_budget80_formal_v5_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_vinssafeage2_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_vinssafeage4_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_vinssafeage6_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_vinssafeage8_budget240_v1_fr90_120_export,10000021,8,8,28,32,35,4,76.108289819177,0.5150428857645478,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_formal_v3_positive_windows_fr120_150_export,10000051,8,8,39,43,46,4,73.88447311958608,0.2806694135925325,1,0,243,342
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_covseed_formal_v2_more_fr130_160_export,10000014,8,8,40,44,47,4,61.55539143917765,0.3554359745409304,1,0,233,70
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun01_xfeat_expand_v1_fr130_160_export,10000014,8,8,40,44,47,4,61.55539143917765,0.3554359745409304,1,0,233,73
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr80_110_export,10000062,8,8,121,125,128,4,60.27969884126588,0.882467386910751,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr25_45_probe,10000166,8,8,107,111,114,4,59.33329999499322,0.5343994133992546,1,0,192,644
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr25_45_export,10000093,8,8,107,111,114,4,59.33329999499322,0.5343994133992546,1,0,192,495
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr70_100_probe,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr70_100_export,10000037,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,352
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr70_100_export,10000037,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_freshconfirm_budget240_v1_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v1_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr70_100_export,10000044,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr70_100_export,10000020,8,8,71,75,78,4,59.33015966396901,0.5840428616208607,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr60_90_export,10000092,8,8,158,162,165,4,59.30524278533653,0.45426808687618964,1,0,224,279
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr60_90_export,10000151,8,8,158,162,165,4,59.30524278533653,0.45426808687618964,1,0,224,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun27_seedchain_fr110_130_probe_oldcontract,538,8,8,8,12,15,4,56.18948000254055,0.13447757615948605,1,0,189,50
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun27_seedchain_fr110_130_probe_oldcontract,534,8,8,8,12,15,4,52.12128319024154,0.42819176741769993,1,0,189,50
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v6_fr80_110_export,10000048,8,8,89,93,96,4,49.186578824991784,1.1270745174589532,1,0,243,239
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_freshhold0_export_probe_v1_fr80_110_export,10000036,8,8,90,94,97,4,49.186578824991784,1.1270745174589532,1,1,243,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_stalehealthy_formal_v2_fr80_110_export,10000036,8,8,90,94,97,4,49.186578824991784,1.1270745174589532,1,1,243,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun27_seedchain_fr110_130_mirror_probe,540,8,8,4,8,11,4,45.04906784530988,0.5239120731667362,1,0,189,50
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_agegate20_v1_fr70_100_export,10000017,8,8,72,76,79,4,44.8201857965148,0.4565146548394843,1,1,227,342
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_support_balanced_v105_fr70_100_export,10000022,8,8,72,76,79,4,44.8201857965148,0.4594760610198805,1,0,227,202
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr70_100_export,10000022,8,8,72,76,79,4,44.8201857965148,0.4565146548394843,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_sparse_contrib_repair_v1_fr75_95_export,10000009,8,8,33,37,40,4,44.71237057734789,0.6008743975020486,1,1,149,31
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_xfeat_budget40_fr75_95_export,10000009,8,8,33,37,40,4,44.71237057734789,0.6008743975020486,1,1,149,31
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_xfeat_stalehealthy_v1_fr75_95_export,10000009,8,8,33,37,40,4,44.71237057734789,0.6008743975020486,1,1,149,31
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_motion_adaptive_v1_fr75_95_export,10000009,8,8,33,37,40,4,44.00831245412993,0.6821215736346868,1,1,149,31
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun11_refill_regress_batch1_fr75_95_export,10000009,8,8,33,37,40,4,44.00831245412993,0.6821215736346868,1,1,149,31
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr80_110_probe,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v10_adaptive_budget_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,479
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v9_fr80_budget360_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v2_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr80_110_export,10000056,8,8,68,72,75,4,42.193127042656926,0.5545496353581578,1,0,243,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_active_v5_afrl_fr70_100_probe,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_lowtexture_support_xfeat_v7_hold40_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,522
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recenthealth_v2_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_budget_v1_fr70_100_export,10000030,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,352
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_recovery_veto_v1_fr70_100_export,10000030,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_freshconfirm_budget240_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_motion6_budget240_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_budget240_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_motion2_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_recovery_burst_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,360
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v1_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v3_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_riskq_formal_v4_fr70_100_export,10000037,8,8,69,73,76,4,42.09998853182454,0.6308213510976739,1,0,227,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_freshhold0_export_probe_v1_fr100_130_export,10000019,7,7,82,86,88,3,203.28441484406756,0.3987902301329662,1,1,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_stalehealthy_formal_v2_fr100_130_export,10000019,7,7,82,86,88,3,203.28441484406756,0.3987902301329662,1,1,280,80
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may30_xfeat_visible2_budget240_v1_fr90_120_export,10000024,7,7,57,61,63,3,174.06220689921824,0.8639260602033516,1,0,268,240
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun07_more_fr_late_v1_fr105_125_export,10000012,7,7,32,36,38,3,139.56024780268024,0.5168997468407908,1,0,186,62
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_jun27_seedchain_fr110_130_mirror_probe,532,7,7,4,8,10,3,133.60671732716918,0.25485737030800365,1,1,189,50
afrl,/mnt/data/AQUA-FE_WS/logs/afrl_cave_v31/external_hybrid_xfeat_every2_may29_xfeat_adaptive_support_v11_fr100_130_export,10000030,7,7,88,92,94,3,132.93701084690713,0.346329718372461,1,0,280,80
